car_model,price,year_model,kms,colour,fuel_type,location,url_car
Chevrolet Onix 1.4 Ltz Aut,45.000.000,2019,"50,000",Gris,Gasolina,Risaralda,https://articulo.tucarro.com.co/MCO-2232984366-chevrolet-onix-2019-ltz-unico-dueno-_JM#position=34&search_layout=grid&type=item&tracking_id=9cdbdfa8-cdc0-47b6-922b-c43b669a87fc
Chevrolet Onix 1.4 Ltz Automática,38.000.000,2017,"74,000",Negro,Gasolina,Atlántico,https://articulo.tucarro.com.co/MCO-2097238656-chevrolet-onix-_JM#position=35&search_layout=grid&type=item&tracking_id=9cdbdfa8-cdc0-47b6-922b-c43b669a87fc
Chevrolet Onix 1.4 Ltz Automática,44.000.000,2017,"37,000",N/A,Gasolina,Bogotá D.C.,https://articulo.tucarro.com.co/MCO-1401171273-chevrolet-onix-2017-14-ltz-automatica-_JM#position=36&search_layout=grid&type=item&tracking_id=9cdbdfa8-cdc0-47b6-922b-c43b669a87fc
Chevrolet Onix 1.4 Ltz,42.000.000,2019,"39,550",N/A,Gasolina,Antioquia,https://articulo.tucarro.com.co/MCO-2253292418-chevrolet-onix-2019-14-ltz-_JM#position=37&search_layout=grid&type=item&tracking_id=9cdbdfa8-cdc0-47b6-922b-c43b669a87fc
Chevrolet Onix 1.0T Rs Mt,60.900.000,2023,"25,000",N/A,Gasolina,Antioquia,https://articulo.tucarro.com.co/MCO-2251008416-chevrolet-onix-2023-10t-rs-mt-_JM#position=38&search_layout=grid&type=item&tracking_id=9cdbdfa8-cdc0-47b6-922b-c43b669a87fc
Chevrolet Onix 1.0 Turbo Premier ,65.000.000,2022,"12,000",N/A,Gasolina,Bogotá D.C.,https://articulo.tucarro.com.co/MCO-1399263195-chevrolet-onix-10-turbo-premier-_JM#position=39&search_layout=grid&type=item&tracking_id=9cdbdfa8-cdc0-47b6-922b-c43b669a87fc
Chevrolet Onix 1.4 Ltz Aut,46.500.000,2019,"70,000",N/A,Gasolina,Antioquia,https://articulo.tucarro.com.co/MCO-2235684430-chevrolet-onix-2019-14-ltz-aut-_JM#position=40&search_layout=grid&type=item&tracking_id=9cdbdfa8-cdc0-47b6-922b-c43b669a87fc
Chevrolet Onix 1.0T Rs Mt,69.000.000,2023,"11,700",Blanco,Gasolina,Bogotá D.C.,https://articulo.tucarro.com.co/MCO-2230804594-chevrolet-onix-rs-_JM#position=41&search_layout=grid&type=item&tracking_id=9cdbdfa8-cdc0-47b6-922b-c43b669a87fc
"Chevrolet Onix 1.4,ltz, Automático",42.900.000,2017,"65,000",N/A,Gasolina,Antioquia,https://articulo.tucarro.com.co/MCO-1396091945-chevrolet-onix-14ltz-automatico-_JM#position=42&search_layout=grid&type=item&tracking_id=9cdbdfa8-cdc0-47b6-922b-c43b669a87fc
Chevrolet Onix 1.4 Ltz Automática,43.000.000,2017,"73,000",N/A,Gasolina,Valle Del Cauca,https://articulo.tucarro.com.co/MCO-1390138009-chevrolet-onix-2017-14-ltz-automatica-_JM#position=43&search_layout=grid&type=item&tracking_id=9cdbdfa8-cdc0-47b6-922b-c43b669a87fc
Chevrolet Onix 1.4 Ltz 5 p,39.800.000,2018,"55,389",Negro,Gasolina,Valle Del Cauca,https://articulo.tucarro.com.co/MCO-2202370064-chevrolet-onix-2018-14-ltz-5-p-_JM#position=44&search_layout=grid&type=item&tracking_id=9cdbdfa8-cdc0-47b6-922b-c43b669a87fc
Chevrolet Onix 1.0t Automática,66.000.000,2023,"34,600",Blanco,Gasolina,Córdoba,https://articulo.tucarro.com.co/MCO-2202192042-chevrolet-onix-_JM#position=45&search_layout=grid&type=item&tracking_id=9cdbdfa8-cdc0-47b6-922b-c43b669a87fc
Chevrolet Onix Lt,66.900.000,2023,"9,460",Blanco,Gasolina,Antioquia,https://articulo.tucarro.com.co/MCO-2200404188-chevrolet-onix-lt-_JM#position=46&search_layout=grid&type=item&tracking_id=9cdbdfa8-cdc0-47b6-922b-c43b669a87fc
Chevrolet Onix 1.4 Ltz 4 p,68.000.000,2022,"30,000",Plateado,Gasolina,Santander,https://articulo.tucarro.com.co/MCO-1387538323-onix-ltz-turbo-ac-10-4p-4x2-ta-2022-ktr098-_JM#position=47&search_layout=grid&type=item&tracking_id=9cdbdfa8-cdc0-47b6-922b-c43b669a87fc
Chevrolet Onix 1.4 Ltz Aut,51.000.000,2020,"35,000",N/A,Gasolina,Bogotá D.C.,https://articulo.tucarro.com.co/MCO-1387459377-chevrolet-onix-2020-14-ltz-aut-_JM#position=48&search_layout=grid&type=item&tracking_id=9cdbdfa8-cdc0-47b6-922b-c43b669a87fc
